season,month,year,alpha,beta,gamma,mean,median,variance,prob_btw_5_to_21
winter,all,all,11.52727933743962,1.835826233918111,0.9989999999999878,11.240909557229848,10.440092210857063,33.45143456211504,0.802552619278883
spring,all,all,10.123510379963466,1.8661703339837767,0.9989999999999999,9.987817658910652,9.317334469814474,25.01426449091964,0.809554763548734
summer,all,all,9.54502139913413,1.9415381321659955,0.9989999999999999,9.463596228804196,8.902021726871828,20.652116498145247,0.8162943736019979
autumn,all,all,10.328822508811617,1.8883957499763449,0.9989999999998491,10.166264636124886,9.505676842879556,25.46687185706452,0.8156557715243853
