season,month,year,alpha,beta,gamma,mean,median,variance,prob_btw_5_to_21
winter,12,2013,14.331567844360622,2.2505957071665907,0.9989999999999998,13.692931221725907,13.176781840338803,35.61688845051381,0.8246124635258838
winter,1,2013,13.754503787390048,1.9885808772766813,0.0,12.19093569647999,11.439331352777,41.029335298504776,0.7765759765001791
winter,2,2013,10.229547022077979,1.6943383301377102,0.9989999999999999,10.128351905310533,9.238700907406724,30.740793800201264,0.7712099280645975
spring,3,2013,13.386232209674876,2.463676833773118,0.0,11.8730319505852,11.535855948827031,26.497409903542128,0.8672247592074787
spring,4,2013,13.494859238474806,1.9723437359377187,0.9204062883774721,12.883248186906826,12.126780335878593,40.09603654750854,0.7979189295580388
spring,5,2013,12.32327385274223,2.127606797980345,0.0,10.913900518713671,10.37318708339344,29.12148544305434,0.8188577717446719
summer,6,2013,10.102817945909953,1.9569529924399143,0.9989999999999986,9.956488111311529,9.376309869658655,22.799986224433606,0.8271652127450227
summer,7,2013,9.074614627442935,2.150195134973399,0.0,8.03655371864146,7.652445414122194,15.49382719414013,0.7553063510814647
summer,8,2013,11.218976282977339,2.2156321729744675,0.0,9.936072223498888,9.508491871472154,22.443311939923127,0.8282015805075473
autumn,9,2013,9.983252580042056,1.7605960999444406,0.9989999999999999,9.887213160699721,9.106045326745594,27.176665869745236,0.7853775376179406
autumn,10,2013,11.035981603558998,2.0449245602629476,0.9989999999999999,10.77601781181501,10.224122376405367,25.09569694129705,0.8477165329985998
autumn,11,2013,10.631710081934777,1.9690397349575033,0.9989999999999999,10.42408274491238,9.82501096283607,24.96402697786543,0.8330818897627565
winter,12,2014,14.566554456711089,2.1963882343996675,0.0,12.900438470274361,12.327806161897271,38.42928166928119,0.8017267080169672
winter,1,2014,10.972173819722583,2.085876364024212,0.9989999999962891,10.717470994765648,10.203115274895783,23.927791847784516,0.8549705943684779
winter,2,2014,13.756988841416876,2.0997999503374514,0.9989999999999999,13.183484911513421,12.55263821762805,37.16462396904289,0.8165040799943802
spring,3,2014,13.163442460105093,1.7735835410703626,0.9989999999999998,12.71387913642156,11.704872425989702,46.5858673815457,0.7636038883490733
spring,4,2014,10.766570327546745,2.0188244679713723,0.0,9.540098447078257,8.979087861128447,24.45272079773604,0.7872726429108157
spring,5,2014,9.099968366752018,2.1957387717969996,0.998999999999992,9.058111447478698,8.700005032682384,15.005762339566099,0.844674086347392
summer,6,2014,8.368091083545451,1.8302839018893295,0.9989999999999999,8.434951559589695,7.848506279762202,17.729691574580237,0.7644994546926327
summer,7,2014,10.055802903339213,2.0873335291185224,0.9989999999999383,9.905756070295006,9.435443358706467,20.072472715378705,0.8491199854481757
summer,8,2014,12.202634380158177,2.1642780345846053,0.9989999999999971,11.805692890725854,11.300663184513171,27.689540053543087,0.8601062727415698
autumn,9,2014,10.206508683439639,1.9027200657643935,0.0,9.056469373775874,8.418232181545395,24.518273389205966,0.7538610520484673
autumn,10,2014,13.519691063276653,2.2663028801711387,0.0,11.975504182626258,11.5008895865099,31.306625154258523,0.8340302974294822
autumn,11,2014,8.843706222113381,1.562684261023387,0.9989999999999999,8.946230274455736,7.993788936580982,27.004674000792527,0.7207227282885972
winter,12,2015,15.160484913153525,2.3769071100104564,0.0,13.437192521835495,12.994094121453147,36.1896200323594,0.816656937407966
winter,1,2015,15.157562903597558,2.103820785325874,0.0,13.424798982901958,12.73414048303412,44.961258774834825,0.7702698971196305
winter,2,2015,14.248146694965751,2.257121154869478,0.0,12.62032631277474,12.112598853385519,35.02277374653595,0.8195066771648476
spring,3,2015,11.347364920038851,1.6991594782515078,0.37321676689720534,10.498182560621139,9.518909849297684,37.61637926204267,0.7410598203998825
spring,4,2015,11.198641113224388,1.9715693361729292,0.0,9.927389463616942,9.298874435422585,27.631855161948362,0.7838738359414383
spring,5,2015,12.574100516698872,2.363422092953876,0.5557570322214368,11.699512200765708,11.323576068007641,25.14526459594661,0.8752903228298728
summer,6,2015,10.89141417307942,2.0665481851477314,0.9989999999999976,10.64676970552727,10.12036677922635,23.97876952582583,0.851545936892459
summer,7,2015,10.739957129440185,1.690361831202369,0.9989999999999304,10.585440182667313,9.645425247172685,34.04137519610678,0.7710454477863797
summer,8,2015,10.129959481250571,1.9584933540281249,0.43197918095259485,9.41336388548377,8.83303235787877,22.889324466237014,0.7921782567766864
autumn,9,2015,9.507647875686,1.8385863557297317,0.9989999999999999,9.445948029742077,8.788304352964458,22.691985657267576,0.7960095605292057
autumn,10,2015,10.706450833331875,1.572506500550264,0.9989999999999993,10.614072279467637,9.479512004510113,39.07711258757024,0.739255365413718
autumn,11,2015,16.1201428830636,2.4320665535620343,0.0,14.29392484592952,13.865023845264641,39.303011544190674,0.7944401127634
winter,12,2016,10.98770915163233,1.8024391530769241,0.99655648394543,10.767142479020196,9.962510847208252,31.47166604703572,0.797753468945444
winter,1,2016,14.505893713764223,1.9229654143329489,0.998999999999996,13.866311664662568,12.987612722083842,48.55733332737738,0.7629165899058721
winter,2,2016,11.288276907012877,1.7062863919583884,0.998999999999318,11.068394001180357,10.105270293335915,36.92240702297085,0.7729774351892859
spring,3,2016,10.165686128658052,1.972030741115086,0.9989999999999999,10.010647709703568,9.440519789146643,22.75963432547595,0.8305935885347201
spring,4,2016,11.627465546766906,2.419542134046442,0.0,10.309140497191374,9.993048874722746,20.633992409014258,0.8629922471565141
spring,5,2016,9.503418080816378,2.6047238055098565,0.38599202354189566,8.827484272307691,8.641995866701352,12.123570732245295,0.8582056314950102
