season,month,year,alpha,beta,gamma,mean,median,variance,prob_btw_5_to_21
winter,all,all,8.100534234008526,1.7907978122450219,0.22846202692211623,7.433978926184351,6.829754194496894,17.31832969886435,0.6741699479579168
spring,all,all,7.110259541379441,1.6978386603399667,0.6259508066173048,6.97059294838262,6.355681091175946,14.791716368161097,0.6425992436135906
summer,all,all,6.779989404876165,1.8349061819056125,0.46565155339308845,6.48975386706713,6.018054321533442,11.583273680129372,0.619549156188558
autumn,all,all,6.958467415191694,1.6963435943337144,0.35821218189275383,6.567783238277251,5.964555581944007,14.191347793869479,0.6028062699424951
