season,month,year,alpha,beta,gamma,mean,median,variance,prob_btw_5_to_21
winter,all,2013,8.348790474065266,1.7143732718464215,0.7776923668580472,8.222676730136273,7.519502068296841,20.01138368436109,0.7223988653014036
spring,all,2013,9.367899485346417,1.852841058080795,0.4423368567367424,8.76252053249762,8.128929412877365,21.710725528412947,0.7548985195910974
summer,all,2013,7.435444980125324,1.8490120795873035,0.3625822409299535,6.966981518524342,6.461049576355501,13.730906645868485,0.6571840233187592
autumn,all,2013,7.025319089443277,1.6314183688272257,0.8025418428169379,7.090489749266776,6.414286008032579,15.624705410317684,0.6457704890808801
winter,all,2014,8.35034995027047,1.5710319231316607,0.8549918489943641,8.354837421828579,7.467804427050231,23.816005390889725,0.6984271012988718
spring,all,2014,7.290129399432511,1.6492637397318635,0.7334512846768684,7.252606061870771,6.570895642210838,16.46466893970219,0.6569324214258123
summer,all,2014,6.970584175841319,1.6123555291727547,0.8671066299695186,7.112406279354259,6.420359359816357,15.748078838456575,0.6462184940230078
autumn,all,2014,6.863633370564032,1.4942804333985773,0.7640418520011613,6.963045545230291,6.134749873838055,17.840301126944965,0.6084412176447392
winter,all,2015,9.925578446631619,1.9230096060590607,0.0,8.804381848679167,8.203178624201087,22.733113816460545,0.750656349512972
spring,all,2015,7.860341135733721,1.6429412300916013,0.6654704652429126,7.696706589843609,6.954121614052035,19.287560690120692,0.6780246652355963
summer,all,2015,7.969334183162235,1.8661357163378685,0.0,7.076096989081017,6.548256803315027,15.501891964456906,0.6554700616942772
autumn,all,2015,7.518100672019955,1.5443407963367726,0.9989999999999999,7.763371384342375,6.928779833133307,19.99287688016966,0.6747943789166864
winter,all,2016,7.871968713102875,1.4922824175934064,0.9223301111307772,8.033202052972673,7.0800255096220015,23.532917557321454,0.6699592142143799
spring,all,2016,6.713529853834053,1.752424462661746,0.8332928309149437,6.812004727105071,6.279822617141232,12.400760787329153,0.647211738766149
summer,all,2016,7.589898426051124,2.0395671630127334,0.2892888553665992,7.013577389083304,6.630798689136501,11.926912295672924,0.6847910313061463
autumn,all,2016,6.622063147122908,1.6250661209911963,0.6667945805364449,6.595773929407714,5.95177936042061,13.990991523552943,0.6032812603393857
winter,all,2017,7.477503938951452,1.608151540206116,0.8605713799300074,7.56160980150854,6.81413278545953,18.21706860891196,0.6722222459464371
spring,all,2017,7.157152654661526,1.669839475388874,0.8186850998666619,7.212795527701641,6.565365206499509,15.485085601021842,0.6617277497441076
summer,all,2017,7.769924968904752,2.092021124256952,0.0,6.881958672029621,6.521242309842627,11.93535660320319,0.671570475967143
autumn,all,2017,8.216418669801143,1.9649531567324718,0.0,7.284251460595728,6.818294807622307,14.967166721219767,0.6842409441211024
winter,all,2018,8.232822011745098,1.742097398619228,0.7919246785802981,8.126167854029823,7.462745001328466,18.862658254426417,0.7245864893476782
spring,all,2018,7.054351368158622,1.6122399547582098,0.5738886589569945,6.8942798420022875,6.19378458883266,16.131169465665963,0.6200859961541993
summer,all,2018,7.155389994362622,1.78179336327749,0.3711235932612887,6.737558256700167,6.19617034857252,13.643800366329428,0.6297839250981089
autumn,all,2018,8.099061209646134,2.0606989392434145,0.0,7.174480310258171,6.779406811647751,13.328056758689101,0.6898372738101382
winter,all,2019,7.4565245265840145,1.6915782214581336,0.6559274348219396,7.31125376073292,6.659893203441583,16.385604441709305,0.6654396738271726
spring,all,2019,7.687811270943979,1.772738235740661,0.6774919772252935,7.5194766573980045,6.929398889391051,15.904430844777202,0.6937606779443124
summer,all,2019,8.329965340104444,2.015697086946197,0.0,7.381243133301685,6.945055244180814,14.678848576603734,0.6978984856320056
autumn,all,2019,7.646772422689335,1.9465383426095535,0.0,6.780767536793123,6.3343934036787815,13.191563146389138,0.6449447625674668
winter,all,2020,8.91275528270151,1.7862414334314398,0.41081599961027954,8.339833143118565,7.67021297892447,21.067797872352354,0.7251854902438455
spring,all,2020,8.476532067177017,1.9883375218126724,0.0,7.512965081710793,7.049594316486085,15.586149605739449,0.702321972632433
summer,all,2020,6.942488813634585,1.7088736820264885,0.9989999999999817,7.191229996223093,6.601338049749035,13.924539158630138,0.6748600330127059
autumn,all,2020,7.8174189811824455,1.6102491766441882,0.5694034352602231,7.574241317048177,6.795452153305614,19.85890184343563,0.6606723261905417
winter,all,2021,6.757751422130981,1.5822016431343868,0.9989999999999999,7.0642294984843526,6.359422464049396,15.375179873086703,0.6425673232092666
spring,all,2021,6.268375789681179,1.776898167813269,0.8711316826629241,6.449155846859835,5.9711886123223845,10.526143016405195,0.6207749594877368
summer,all,2021,5.91913623399531,1.7226773336191357,0.7992777747307585,6.075994262840159,5.584023104769858,9.964667259277366,0.574450177584484
autumn,all,2021,6.8069603123213795,1.7305890550745517,0.5728744762604682,6.639318020265853,6.0806487367984925,13.061348704831474,0.6206663372990471
winter,all,2022,7.245846247600425,1.4018738012483507,0.8553247615757409,7.457974664130965,6.434178632138383,22.77905093547852,0.6180863106574255
spring,all,2022,7.941307546310268,2.107129987060827,0.0,7.033415500580498,6.6734605100880415,12.30635049868497,0.6853172740502003
summer,all,2022,6.777227152360167,1.7286948019062984,0.6449875548477781,6.6853422524687796,6.127431121605899,12.975037179206428,0.6265401250998645
autumn,all,2022,7.72617338224675,1.5271294609130575,0.1432687740561976,7.103435417332571,6.220884653542313,21.607563639928195,0.6008095675028252
