season,month,year,alpha,beta,gamma,mean,median,variance,prob_btw_5_to_21
winter,all,all,8.082657157207944,1.6149167065184533,0.7181472213371016,7.958792035103359,7.15967654481288,21.106457201326894,0.6867143936322858
spring,all,all,7.538563064888468,1.7327860674814342,0.6226640589617821,7.340596294890853,6.724044484548153,15.980490300539028,0.673449437610845
summer,all,all,7.526491135932286,1.8391133643450501,0.3103066358603943,6.9970414158166125,6.476866436670046,14.212679332521061,0.6561145083600568
autumn,all,all,7.708210845508835,1.7448721336733533,0.3569569565848083,7.223201872341846,6.604789777460151,16.484511511797013,0.6579363855385667
